,content,sentiment
331,"First Mover Asia: Bitcoin Continues Its Low-Volume Rally Before Tapering Off #Asia #Bitcoin #continues #LowVolume #Mover #rally #Tapering
https://t.co/ccBpcwtYvX",-1.0
332,"@___Middy___ @Nifteas @kaiynne Decentralization is a spectrum. For a distributed computing platform like Eth or any other layer 1, censorship-resistance and permissionless will suffice. We are not taking about Bitcoin here which is well on its way to being the global reserve currency.",1.0
333,"although, saying this, a $BTC retest of $50k (D1 Trend) would be really healthy, as long as we don’t break it",1.0
334,"@choicebyKT thanks for the reminder, got some free sats last night when @TheGuySwann hit the button in my Choice app at the local Bitcoin meetup",1.0
335,"#BTCUSDT  Dec-27-2021 1D Support and resistance levels
Res=[51000.0, 51810.0, 52920.0, 55600.0, 55750.0, 56428.0, 57820.0] 
Sup=[49757.04, 48557.0, 46751.0, 46743.47, 46512.0, 46250.0, 45200.0]",0.0
336,"There's hidden gems in #Crypto, that have yet to be promoted heavily by influencers and the like. You just need to look harder! #DYOR #cryptocurrency #Bitcoin",1.0
337,"#bitcoin Block #716051 : 1477072 bytes, 1136 transactions, 6.33922766BTC($321,593) reward
            
For more information, visit https://t.co/QQ1qkITZF3",0.0
338,$500 rewarded what’s your Bitcoin address. https://t.co/eUUy6VSEJ2,1.0
339,Another long hard day at work to buy Bitcoin https://t.co/DQLFJPRi8v,-1.0
340,"$COIN
$BTC

BULLISH! 📈🚀 https://t.co/6LbYF5ngSz",1.0
341,@Bish_Picks Me selling $nxtd yesterday …then loading $sos today passing on $grnqfor zero movement with Bitcoin pumping …mine as we’ll own $dpw or $spi or $ebon …shall I post more https://t.co/OA6H7ftXPT,0.0
342,"2/2📈 CBBI: 52

📈 $BTC price: $51,471

〰️️ Bitcoin Trolololo Trend Line: 57%
📈 MVRV Z-Score: 55%
📈 Reserve Risk: 27%
📈 Woobull: 48% 🆕
📈 HalvingToPeak: 88% 🆕
📉 ""Bitcoin"" Google search term: 26%
#Crypto #cryptocurrency #BTCUSDT #BTC",-1.0
343,"THE RAFFLE START
The lottery will end within 3 hours of posting, 2 winners will be selected on a selective basis(random), write a 5-star comment https://t.co/YlCA4aHsim Leave a comment and also share our Twitter page on your Twitter . Winners prize 0.0002 bitcoin.",1.0
344,#Crypto is one of the most tax-efficient ways to support the fight against cancer. 🚀We are halfway through #BagSeason (BAG = Bitcoin Annual Gift). @AmericanCancer https://t.co/3YUsdYaCZ2,1.0
345,@bitcoin_maxi21 @DanielZirkel @BittrexGlobal @defichain Somebody who doesn’t know about it 🥳,0.0
346,"Spent volume age band (SVAB) is showing that old coins not selling and that more young coins get exchanged for dirty fiat, because they have no conviction #bitcoin https://t.co/tMZUhAx0gh",-1.0
347,BTC - Daily Chart ✅ - #BTCUSDT chart on @TradingView https://t.co/QdPZCYYoYC,0.0
348,Check out my #BTCUSDT analysis on @TradingView: https://t.co/gwjq8iVPaV,0.0
349,@Satoshi_N_ How can a parent control the destiny of his child?,0.0
350,"Gm all !!!!

""Writing a description for #Bitcoin is bloody hard. There’s nothing to relate it to."" 
- Satoshi Nakamoto",-1.0
351,Bitcoin 👀,0.0
352,actual BTC situation in ENGLISH language: #BTC $BTC #btcdominance #BTCUSD No financial advice. I'm not your financial advisor. DYOR. In German and Tuerkish language you can find my video also on my YT-channel: https://t.co/N8WEkBnhrt,0.0
353,"I can start putting 12 month of pay but really 6 but catch 2 &amp; put 2 months into of 8,500 and chill each year for 10 years and have 17k with 2% &amp; 45,500 with %5 #Bitcoin",1.0
354,@HugoRogershugo of @deltecbank speaking with @flacqua back in Feb on Bitcoin https://t.co/mWs63CmQC1,0.0
355,"While #Bitcoin and #Crypto play the manipulation game, don’t forget to take time for yourself. Specially this holiday season. https://t.co/sgxNQdT64b",-1.0
356,Fake News- Created Bitcoin is... https://t.co/9yrwZpLLkF https://t.co/r5c7pw5zpy,0.0
357,Check out my #BTCUSD analysis on @TradingView: https://t.co/XSmUAu7OER,0.0
358,"Hope he got it in gold,bitcoin or cash. https://t.co/eBbiq1N71C",1.0
359,"That Bitcoin drop was crazy, Scotiabank got me sick right now bro. Smft 🤬😤",-1.0
360,"1/2
My partners have been in #crypto for years now, beginning of $BTC chart

I began my journey 235 days ago with $SHIB #SHIB 

Saw small test investment MULTI X in 1 month
Green arrow

GOD has been good, took all #stock knowledge &amp; brought it over &amp; done WELL

#cryptocurrency https://t.co/kFB9qLST8n",1.0
361,$btc down again and resistance line 👀 https://t.co/ZOfoo5KklE,-1.0
362,"24-Hour Crypto Market Activity via #LunarCrush 

Social Volume 1.58M
Social Engagement 3.22B
Shared Links 280.01K
Social Contributors 43.6K
Market Cap $2.51T
News Volume 1.05K
$BTC Dominance 38.444% 
$ALTS Dominance 61.556%

https://t.co/iZah7YjEEK",0.0
363,"What about NFT?

#nft #NFTs #bitcoin",0.0
364,"BITCOIN HAS ENTERED THE MASSIVE RESISTANCE + ETH BREAK OUT!! But What's Next?? 

https://t.co/wFiiAMzI5Z",0.0
365,@NorthmanTrader Perhaps. But pricing bitcoin in usd is a joke. Price it against gold,1.0
366,Somehow I’ve been added to a stock and Bitcoin group (I don’t know a soul) on Telegram! I see them talking and I’m hoping one day I’ll get the right tip and hit big😂😂😂,0.0
367,watch the pandora offshore roll into Bitcoin!,0.0
368,"So Dr. Craig S. Wright aka #SatoshiNakamoto was right again.
There is a vulnerability in lightning Network on #BTC .

#BSVisBitCoin #CraigisSatoshi #CSW was right. 🔥 https://t.co/fSV4Bzyylx",-1.0
369,"The printing press separated Religion from State.

Bitcoin is separating Money from State. https://t.co/APhXxrWJHG",0.0
370,Ayeee thanks @CashApp for the bitcoin stock this morning 😍,1.0
371,once i see you posting a car you bought with your second bitcoin investment... *blockeded*,-1.0
372,"All set to join at the #bitcoin Satoshial Club, powered by @AEHW1 and fellows.

All invited:
https://t.co/AJCZaDjTDN https://t.co/8IYg8q4EpH",1.0
373,@Businessneeds3 @BITCOIN_ANIMALS @opensea Inception eat your heart out,0.0
374,"Congratz @Ekoarif8989 on short position👏

✅Symbol : $BTC
✅ROE : %116.73
✅Entry : 51253.0
✅Exit : 50778.81

Futures Heroes to follow top ROI people realtime. Link on profile and pinned tweet
$KNC $CTK $HBAR $ALGO $AUDIO $EGLD $FLM $ZEC $KAVA $AKRO $TLM $BAND https://t.co/BWDNt1wRjp",1.0
375,"Top 5 #crypto prices with 24h change:

#BTC #ETH #BNB #SOL #ADA 

🔴 $BTC $50692.43 (-0.16%)
🔴 $ETH $4037.48 (-0.82%)
🟢 $BNB $563.2 (2.92%)
🔴 $SOL $195.56 (-1.23%)
🟢 $ADA $1.515 (4.20%)

Do you #hodl any of these coins?",0.0
376,Check out my #BTCUSDT analysis on @TradingView: https://t.co/v1hPAZdX5y,0.0
377,"@TheGoldPrairie $BTC PUMP 🚀🚀🚀
BULLISHI",1.0
378,It’s so funny piercers are still liking Steve Olins obviously hacked IG posts about bitcoin.,1.0
379,"So proud to have donated $25, using my bitcoin lightning ⚡ Wallet to ""Squash Outdoors El Salvador"" on https://t.co/JNr8uXKodb https://t.co/J2d1V7BJjU",1.0
380,$BTC  drunk and happy ▶ #RecvProfit,1.0
381,"@killianfantasy Sheeeeit, Sauron investing in Bitcoin and real estate, he ain't got time for small time world domination.",1.0
382,"$BTC Price: $50928
$ETH Price: $4051
$LTC Price: $157

Next update in 10 minutes
Last updated: 18:47:55.05",0.0
383,"Winter is Coming: Iran Temporary Halts Local Bitcoin Mining to Prevent Electricity Blackouts
- Latest #Crypto News from #G2KC
-Follow for News and Giveaways!
https://t.co/fkspoYyInw",-1.0
384,@PeterSchiff ok everyone close your #btcusdt shorts,1.0
385,BTCUSD weekly - #BTCUSD chart on @TradingView https://t.co/OKMcko2OBk,0.0
386,"“If you don't believe it or don't get it, I don't have the time to try to convince you, sorry” Satoshi Nakamoto
#Bitcoin",-1.0
387,"If any of you want to get me a subscription to Bitcoin Magazine, just unfollow me now https://t.co/ycvwguRa5E",1.0
388,"#PolkaCity #Metaverse 
#AxieInfinity  #bitcoin
@doc_tickle 
Team tickle https://t.co/0UoZgVMI2w",0.0
389,"@Schuldensuehner Global cryptocurrency market cap is 2.81 trillion, Bitcoin alone is 1.21 trillion. In 1989 the stock with the highest marketcap was Industrial Bank of Japan with just 105 billion and the top 20 marketcap stocks altogether had less than 1 trillion. The Times They Are a-Changin’...",1.0
390,@TheJokerJB @The_Mr_Amazing Those things are bringing $BTC type gains right now.,1.0
391,"Candle of day 27/12/2021 closed.

Open: $ 50,818.01
High: $ 51,988.06
Low: $ 50,482.81
Close: $ 50,746.06

Change: -0.14%

#Bitcoin #Candle #BearMarket",-1.0
392,Grabe $BTC. New all-time high.,1.0
393,BITCOIN The rally is about to start - #BTCUSD chart on @TradingView https://t.co/5Hjkw4a61U,0.0
394,"#LunarOpinions Satoshi Nakamoto is alive today.

64.91% Agree
35.09% Disagree

Data represents opinions given on LunarCrush over the last 24 hours.

https://t.co/rPMkASLbL5",0.0
395,"🔥 Gas Fees 🔥
             
    $ETH: $13.20

    $SOL: $0.00099

    $BTC: $12.14

    $AVAX: $0.21

    $MATIC: $0.00

    $XRP: 0.00000828

    $XLM: $0.00000300",0.0
396,"#BTCUSD / H4 Outlook Update / Elliott Wave Analysis
#elliottwave #forexsignals #tradingsignals #cryptocurrency #Bitcoin
Full Analysis Here:
https://t.co/u0LWNsz4rI
Join Us &amp; Get Trading Signals and Free Daily Analysis in New Year Promo - 50%
CHECK IT: 
https://t.co/5jZjmLzwlI https://t.co/f1Zdhhmsn7",0.0
397,"We all need #green in our lives! right? @cz_binance @BinanceFutures 😁😁😁 #Bitcoin #BTCUSD #trading 
 Positive PNL https://t.co/bNXoumDKIH via @YouTube",1.0
398,"""The root problem with conventional currency is all the trust that’s required to make it work. The central bank must be trusted not to debase the currency, but
the history of fiat currencies is full of breaches of that trust"". 
-Satoshi Nakamoto, February 2008.",1.0
399,I would rather have a mug of hot stocks. Bitcoin is so volatile! #CashAppWYR https://t.co/rvnt9lcKo5 https://t.co/jQ1x9Cd0Q0,-1.0
400,@Crypto_Trucking Thanks for the recommendations! Now give me a Bitcoin to get started please. 😂,1.0
401,"Bitcoin
Crabs
Wealth 

hmm.. https://t.co/fvFYL8HyeO",1.0
402,"#BTC #Bitcoin $BTC #BTCUSDT #crypto
What if the Euro crashed?
The same kind of specifications as Bitcoin, but faster.
https://t.co/s3g2ExENpY
https://t.co/rbUeQzsqTr",-1.0
403,@BlockchainCards dropping amazing collectibles again today. Landed all 3 variants of the @Nayib_BukeleS #Bitcoin #rookie #nft #nftcollector #NFTCommunity @WAX_io @AtomicHub #WAXP #WAX https://t.co/kX6n05gnlB https://t.co/tw3lzgTxtj,0.0
404,"He stole me formula !!! 🗞 
Bep🌵explore the world of Mr Krabs 🦀 

Mr krabs your are one big miser ! But a funny one ! Hopefully that will be changing with bitcoin reaching its all time high! Here is a dash of crypto colour 🦀 

#mrkrabs #spongebob #popart #nft https://t.co/ugjgqZuUUY",1.0
405,"$BTC broke the larger downtrend and consolidating the move for now. Let's see if we can get some follow through towards the 50/100 days. Ideally, we break above and consolidate again #Bitcoin https://t.co/sUyi2RnaOt",1.0
406,"If my parents would’ve bought 5 bitcoin back in 2015, they probably wouldn’t be divorced by now.🥲 #Bitcoin",0.0
407,@EddySpenserWolf @craigowes Meanwhile Satoshi Nakamoto lawyers  have lunch with the judge &amp; pop bottles in Miami discussing the case afterwards &amp; a position on the board of directors. https://t.co/NKNbkN0cEM,0.0
408,Satoshi is in da house #bitcoin #BTC #satoshi https://t.co/EFKXUdRkjA,0.0
409,@compass_mining Your refund processing is in great need of improvement. It can't be the case that with an oversold miner you have to wait a week to get your payment back. Please solve this in the interests of your customers! I am loosing money every hour! #mining #bitcoin,1.0
410,"2. PORSCHE WAS THE FIRST COMPANY TO ACCEPT BITCOIN

#devikins #NFT #gamefi #crypto #Cryptocurency",1.0
411,"#BTCUSDT currently moving in a range.
There will an opportunity to trade if it breaks the range.
🐂 #Bullish if it closes above $52,650. --&gt; #Long
🐻 #Bearish if it closes below $45,500. --&gt; #Short

#BTC  #Bitcoin #priceaction 
#cryptotrading  #cryptocurrency  #trading https://t.co/q0ChnNA4wR",0.0
412,@btsullivan91 @jrichardson557 I’m mostly in eth because of NFT work but I’d like to expand my investments. I need to hit a good retirement candle. Only ones I’ve bought are $ETH $BTC and $SHIB,1.0
413,@socelbot Only invest what you can afford. This counts for NFT‘s as well as for Bitcoin. Also whales will continue to manipulate the cryptomarket… and don‘t care about individuals - also tons of people will lose their #btc invest as there will be massive corrections.,-1.0
414,"#Bitcoin finally  above 50k again, still keeps going",1.0
415,"Omg I think I’ve just found a new sign from #SatoshiNakamoto . Take a look at the last comment, it’s from Satoshi himself https://t.co/YwLDa6SnVQ !!!",0.0
416,"Just paid the 15 year old babysitter in #Bitcoin $BTC 

Smart kid! https://t.co/LRVJxFgyyv",1.0
417,"If you’re itching to stick a $BTC futures ETF in your retirement account…

🛑 STOP 🛑 and read this excellent thread about a little concept called contango.

It’s a quirk of some futures-holding ETFs, and it could drastically eat into your returns over time. https://t.co/huVDIVgy8O",-1.0
418,$BTC NEW ARTICLE : Mexican billionaire encourages Twitter followers to invest in Bitcoin https://t.co/MHE0rnj7Jf Get all the latest $BTC.X related news here : https://t.co/d5OtN9qJQp https://t.co/yQzSSv6svW,1.0
419,"#BITCOIN #BTC impulse bar 50688.91 - 50865.64

$BTC Bar close 50840.66

#Crypto short term volatility detection",0.0
420,"✈️💰$2,540,861 $BTC LONG @$51820.21 | 12/27 17:24:19
🏦 BYBIT | #BTCUSD

👀 Bought more ETH so I can day drink more - Matisse",0.0
421,@nayibbukele Look for the true Satoshi Nakamoto?,1.0
422,BITCOIN FT. LARRY JUNE (KINFOLK JON x TAYO FETTI)(Video IN Description) by $teven Cannon on #SoundCloud https://t.co/qAhWTZwxBD,0.0
423,Winter is Coming: Iran Temporary Halts Local Bitcoin Mining to Prevent Electricity Blackouts https://t.co/1KHzZZ5rsE https://t.co/wAzgWxZijr,-1.0
424,"Now think about if you invest 100-200 euro to #Bitcoin monthly, you'll be surprised.",1.0
425,"Bitcoin so I could use it real-time on some bills 
$ssells2 
#cashappwyr https://t.co/gwFh5FJn4a",0.0
426,BTC is Bounce back to support and ready to go to high. - #BTCUSDT chart on @TradingView https://t.co/ftoL0mOFWN,1.0
427,Umar Johnson Should Stop Talking About Bitcoin And Focus On Renovating FDMG https://t.co/PeoQ08SVVn via @YouTube,-1.0
428,When will this Bitcoin cycle end and at what price? Comment below.,0.0
429,@Breedlove22 I'd trade any of those for _Satoshi Nakamoto_,0.0
430,@bsv_is_bitcoin No it not dead still a material kinda like a iron nail,-1.0
431,Keep an eye on your Crypto wallets/ investments these next 24 hrs are about to a roller coaster!! !!! #Bitcoin #AltCoin #Crypto #Congress #CryptoBill,0.0
432,When it brake out 50k🚀🚀🚀🚀🚀🚀🚀🚀🚀Bitcoin on @Coinbase: https://t.co/ie8ilA7nxN https://t.co/6pBgckQlFa,1.0
433,"#SuddenChange : Coin|From-&gt;To|Last Hour|Today|Yesterday

#Pump : $FARM|0.002225-&gt;0.002448|10.02%|28.50%|0.26%

https://t.co/yCHy1EU1N0

#crypto #coin $BTC",1.0
434,"[ꜩ] #Tezos Daily $XTZ [ꜩ]
       《《 Kraken 》》

« $BTC »
A:0.0001000
L:0.0000941
H:0.0001001
%:4.58

« $USD »
A:$5.08
L:$4.77
H:$5.17
%:4.81

Market Cap: $4,427,734,930
24h Volume: $109,758,925",0.0
435,Check out my #BTCUSDT analysis on @TradingView: https://t.co/wjtRf6WH20,0.0
436,"Crypto &amp; Gaming
@MattWallace888 @elonmusk @Cardano @dogecoin @Shibtoken @ShibArmy @ethereum @Bitcoin https://t.co/0XPlnP52Xu",0.0
437,"Since this tweet the price of Bitcoin is up $49,200. https://t.co/thiEZhEDAP",1.0
438,"Twitter accounts of Biden, Musk and other prominent figures apparently hacked in bitcoin scam https://t.co/9D336WpbHv #Malta #Taxi #Chauffeur",-1.0
439,"@OfCatsAndBooks1 That’s the blockchain. If you buy a BitCoin, you’re given a proof of ownership that can be verified by the blockchain, but contains no personal info. So: spendable, but anonymous.",0.0
440,"#LunarOpinions Satoshi Nakamoto is alive today.

65.32% Agree
34.68% Disagree

Data represents opinions given on LunarCrush over the last 24 hours.

https://t.co/1Upf5ycwMm",0.0
441,@Blackbe21071991 @ksicrypto Bitcoin always revisits wick highs,1.0
442,$BTC next stop 68K they said! Lol   losers. ️ #RecvProfit,-1.0
443,Why does the price of $BTC predicate the price of $COIN? @AlgoFamily ?,0.0
444,#btcusd  daily chart view https://t.co/H6PGW0dEJD,0.0
445,"Check out my #BTCUSDT analysis on @TradingView: https://t.co/zWDrt23zp5 
#Wyckoff  Phases https://t.co/DC5mTKmZY9",0.0
446,"@mrmarcoribeiro Ez m8, Joe is 64 which means he's from Italy, and his girlfriend who doesn't has a name, means she's from the FBI. Aka Joe's mama named Karen and her husband Satoshi Nakamoto together owns Bitcoin. Even when Satoshi Nakamoto isn't a human. Joe's girlfriend died and stole 6423 btc",-1.0
447,"@clarity_lang puts more bitcoin in #Bitcoin itself.

By bringing full-featured smart contracts to #Bitcoin, it advances the technology of permission-less programmability of digital property that #SatoshiNakamoto started with #Bitcoin. 

https://t.co/0pV51iMaSm https://t.co/a7lvfb6PjY",1.0
448,"Crypto continues to be volume expansionary for the rails.

""Argentinian Exchange Lemon Cash Launches 2% Bitcoin Cashback $V Card"" 

https://t.co/vUZfqok1od",0.0
449,"Price of the top 10 cryptos last Christmas:

Bitcoin - $23,463
Ethereum - $633.06
Binance Coin - $33.95
Solana - $1.45
ADA - $0.15
XRP - $0.31
Polkadot - $5.21
Avalanche - $2.95
Luna - $0.53
Doge - $0.004",1.0
450,"@rigginsthedoggo @Frances_Coppola @Tucson_Bitcoin @FossGregfoss I just feel like there is a good chance we will still be paying a mortgage and taxes in dollars in 14 years.    (Obviously this excludes Fractured Cassandra unless she moves to the US, She is invited btw).",-1.0
451,$ETH $BTC $GRT $LINK $SOL $MATIC $LTC $UNI $ANKR https://t.co/GTkMCXAQLA,0.0
452,"Today's Topics
1. Who is Satoshi Nakamoto?
2. Why do you think he was anon? - ask each panel member
3. Ethereum - # 2 - public Layer 1
4. Binance - # 3 - public CEX
5. Doge - The 1st meme and has made it to top 5
6. Axie - The top Game Coin / Metaverse
7. Seedify - launchpad",0.0
453,$BTC nice little bounce coming off that 20 day moving average on the 4 hourly ☝ #RecvProfit,1.0
454,"Top 10 #cryptocurrencies in the world by Twitter followers (Updated 11/19/21) 

1: #BNB 6M
2: #Bitcoin 3.7M
3: #Dogecoin 2.5M
4: #XRP 2.2M
5: #SHIB 2M
6: #Ethereum 1.8M 
7. #CRO 1.2M
8: #SafeMoon 1.2M
9: #Cardano 1.1M
10: #Solana 961K https://t.co/W4IY70NdcF",1.0
455,#OakIslandCursers if they find a Bitcoin with a Masonic or Templar symbol I will stop watching. Warning!!,-1.0
456,I’m so lucky to have a wife that gets it.  She is all in on #bitcoin  and mining. We’re ready for whatever ride lays ahead. https://t.co/pdAtAioWIy,1.0
457,Why cryptocurrency $BTC $ETH. https://t.co/NcTauIV4vr,0.0
458,Check out my #BTCUSD analysis on @TradingView: https://t.co/a8ylqogDvP,0.0
459,"Satoshi Nakamoto's project included the decentralization of #mining ⛏️ as a solution to the world 🗺️ economy and contributing to that is our goal.

#BTC #Economy #Globalization #TerawattMining

https://t.co/BdLaqcxAzY https://t.co/zp4jQFM8Hb",1.0
460,"@pacolypps Bitcoin - USD (^BTCUSD)
50,825.19 -157.32 (-0.31%) 17:51 CT [CRYPTO]
getting worse second by second
MONEY TURNED INTO ASHES https://t.co/tHPFK5VzJj",-1.0
461,Decision time 😎#bitcoin,0.0
462,Pay me in Bitcoin,1.0
463,@yournotbbh @youhodl_bitcoin @TheLuckyDragons @BSCEARLYGEMS @GEVidsTweet @FearSplashy done ate https://t.co/7jOzBweYlr,0.0
464,"#Bitcoin used to behave like a religion, a group of degens believing in magic internet money.

Today, Bitcoin is a regulated institutional-grade asset bought by governments, public companies and funds. 

If you still think it’s too speculative for your portfolio, you’re NGMI.",1.0
465,"Turkey's currency has fallen about 80% in the last 5 years, which has driven almost 3.2 million people into poverty.

#Bitcoin fixes this.",1.0
466,The latest U-Rock™ - The New Media Magazine! https://t.co/UcWeWYMbLB Thanks to @johnmorganFL @AnalogLLHQ @inn_concept #crypto #bitcoin,0.0
467,"Winter is Coming: Iran Temporary Halts Local Bitcoin Mining to Prevent Electricity Blackouts

https://t.co/s7kyEVrXRV",-1.0
468,Sold my miniscule  .00525 of #Bitcoin $BTC for $Atri also known as the Atari token no point in chasing Bitcoin when #solano and #Atri are the far superior products,-1.0
469,"Want a proxy for how fast #web3 will get safe from crypto fraud and theft?

Here’s a key one for 2022:

@graphprotocol 

#Bitcoin #Ethereum #Altcoins #DeFi #NFT #Blockchain https://t.co/FiDcsmfeUj",-1.0
470,Late longers start to get warm 🤣🤣🤣 $btc #btc https://t.co/TrKZxNZbea,1.0
471,finally started using bitcoin. 🥳,1.0
472,@experiences1101 @Bitcoin Now it's 50k,0.0
473,"My shiba went from 6k to 2k in june then to 50k last month..

Last year bitcoin went from 20k to 2k then now it's 60k.

 Welcome to crypto world dear.  So hold your #Saitama this is not a Race its a marathon!!!!! Trust the devs we are strong We are One #WOLFPACK!!",1.0
474,#Bitcoin going down a bit. #doge #dogecoin,-1.0
475,"Join @zapprotocol Founder, Bitcoin &amp; Blockchain Pioneer @spanosnick, Nov. 15th at @aibcsummit Blockchain Conference in Malta. https://t.co/OqYRd7PRMd

#Zap #Malta #aibc #blockchain #cryptocurrency #bitcoin #btc #finance #digitalcurrency #fintech #innovation #monetaryrevolution https://t.co/BO4tIchqJb",1.0
476,SUNDAY-RUNDAY #HTNHP HOTTYRES N HOTTAPAWS! .  ...but always 👀👉#bitcoin https://t.co/XWv6vJZHoK,0.0
477,@yaneznaiu1 Their refusal to adopt #Bitcoin or any cryptocurrency is the primary reason for the fall of the Roman Empire. https://t.co/Kqh8RHONZY,1.0
478,$BTC $TSLA i tell y’a big mike burry short now eat is shit 😆😆😆😆😆 never never loooosing 🤑🤑🤑 ️ https://t.co/TNrY3DTItF,-1.0
479,"Update: Bitcoin Drives Around $ 9,500.And do fast motion  Trade   https://t.co/NaLgQ8L7sz    by learning Bitcoin for maximum results https://t.co/c5YuiomZsO",0.0
480,"@CaleCrypto ""I have a genius level IQ, coupled with a mental uniqueness (probably similar to Elon Musk). Whether people like it or not, I've done more for Crypto than any other single individual since Satoshi Nakamoto. This is my ignoring-the-haters-face.""",1.0
481,"@Eira_barbara_ Del mismo artículo y q te comparto aquí: ""On a larger scale, the computer networks that collectively make up the bitcoin and ethereum blockchains are estimated to use as much electricity as Argentina and Ecuador, respectively, each year."" 😵
https://t.co/fBfJr8SiQL",-1.0
482,$BTCUSD How we saw it in the weekend update @ https://t.co/c2fCVssy9t #Elliottwave #BTCUSD #Cryptocurrencies #Trading https://t.co/aNNnv0Af2o,0.0
483,"@depression2019 Someone at the table said that Sol is Ether killer... Mongoose Coin is gonna replace Bitcoin...
Craige Wright is Satoshi Nakamoto...",-1.0
484,"1/ GM CT, $BTC has rejected off the daily upper BB. 

D1: After rejection from upper BB, if support of daily low does not hold, then likely to head towards mid-BB at 48800 - 49000 region. #trading #Bitcoin https://t.co/8PicKfy6Ls",-1.0
485,Yawa na bitcoin crash 😂😂😂,-1.0
486,$BTC 3 mins to yet another higher daily candle 👊🏼 ☑ #RecvProfit,1.0
487,To all the haters which I tried to warn. Y‘all still see no short term correction of $qrdo??? Don‘t ever disrespect my TA like that again. Only major movement up from here is either with $btc recovering or major announcement. We will hit 60-100 in the future tho! https://t.co/PKoxAr0wiL,-1.0
488,Next up $BTC Taproot upgrade...     https://t.co/J44LggnrvS,0.0
489,Here come the bulls #Bitcoin,1.0
490,"@Andrew_J_Howard In my eyes, #Bitcoin schools are real game changers and the first chance many of these kids will have in their lives to break the cycle of poor education and poverty. 

That education can allow them to lift their whole family out of poverty.",1.0
491,"Bitcoin is done man, it wasn’t created for what these Wallstreet and Billionaires are doin to it",-1.0
492,"#Bitcoin price in US Dollar #BTC $usd #BTCUSD $XBT #xbtusd 
BTC Price Now : 51,261.85$ USD 
Avg Last Hour : 51,086.77$ 
Avg 24 Hours : 50,615.23$ 
24h Change : 2.58% 
24h Low : 49,769.56$ 
24h High : 51,261.85$
More information here https://t.co/PWwAp4BXM0 https://t.co/ZwZ4kqz6bw",0.0
493,Don't sell your #Bitcoin #HODL  your sats. #비트코인 https://t.co/G44oNBrq8B,0.0
494,@TheJohnKimShow Exactly!!!!   Bought my first Bitcoin at $1158 March 2017.  Never been in the red since September 2017.,1.0
495,"New High Price 📈 🚀
BTCUSDT has reached a new 24 hour high price @ 51477.0

#BTC, #BTCUSDT, #crypto, #GetProfit https://t.co/wWw1GkxSbA",1.0
496,A world-beating share rally by a Thai technology company after it unveiled an expansion into Bitcoin mining has surprised even the firm’s chairman https://t.co/c5akcKTRMR via @technology,1.0
497,"To the moon sooooon.   @elonmusk 
1- HalfPizza  NFT Marketplace 
2- MiniDoge Play 2 Earn
3- Safemoon. Amazon ??? 

@amazon @safemoon @BitMartExchange @cryptocomnft 
@NBA @Nike #memecoinseason  #Ethereum #BTC #BTCUSDT #dogecoin #MiniDoge #SHIB #cryptocurrecy #ElonMusk #SAFEMOON https://t.co/yDdsIg3K6E",1.0
498,"It does not matter the size of your savings bank, you must have these two coins, you choose the proportions for each one.

  #eCash 💎 #Bitcoin
@eCashOfficial https://t.co/smnW3CDrC8",1.0
499,after this problem i think facebook will accept bitcoin payment @binance #binance #Bitcoin #xrp #ada,0.0
500,$BTC the #1 investment among incels 😁 https://t.co/GmGsWIcCTQ,0.0
501,"#LunarOpinions Satoshi Nakamoto is alive today.

65.36% Agree
34.64% Disagree

Data represents opinions given on LunarCrush over the last 24 hours.

https://t.co/DXEjNPIUYX",0.0
502,"CPLAY governance Token deployed on the most popular Binance smart chain (BEP20) to ensure lower fees and faster transaction facilities for the community.#CPLAY, #IDO, #CryptoPlayStore, #Bitcoin, #BinanceSmartChain, #Cryptocurrency",-1.0
503,"$BNB Weekly looking like a MASSIVE breakout/breakdown some point in the future. Look at this huge wedge! 
Whenever it breaks, it's gonna be a big one. $MATIC had a very similar structure prior to its recent break.

#BinanceSmartChain $ETH $ADA $BTC https://t.co/AgpgqwX5jb",1.0
504,@glynnnde dont work get bitcoin,1.0
505,BTC TO THE MOON - #BTCUSDT chart on @TradingView https://t.co/4H3DCIKciU,0.0
506,"@ggcripto ""A purely peer-to-peer version of electronic cash would allow online payments to be sent directly from one party to another without going through a financial institution"" Satoshi Nakamoto. 🙏🏻😍",1.0
507,"24-Hour Crypto Market Activity via #LunarCrush

Social Volume 1,585,480
Social Engagement 3,199,392,641
Shared Links 280,276
Social Contributors 43,640
Market Cap $2,513,499,382,665
News Volume 1,045
$BTC Dominance 38.337% 
$ALTS Dominance 61.663%

https://t.co/wavZc7OBsy",1.0
508,Satoshi Nakamoto the reg exp whizz and anyone want to serialise long before he was Michaela and have thought of.,1.0
509,"🚨 Square unveils white paper for decentralized protocol that lets you exchange bitcoin, fiat and more

Full whitepaper: https://t.co/o70pgjzKpT

#stablecoins #crypto #DeFi #payments #cryptocurrency 
 https://t.co/L2J6XDPKva",0.0
510,"@BryceWeiner claimed to be Satoshi Nakamoto claimed to be wolong 
claimed to be UNO whale 
claimed to be Fincen project director 
claimed to be Antifa 

Always claiming to be what you aren’t  😂",-1.0
511,@360_trader ...and Bitcoin :  neahh,0.0
512,@thehill Bitcoin is racist.,-1.0
513,Bear is on - #BTCUSD TradingView https://t.co/m1k7nxPKKx,-1.0
