,content,sentiment
275,@Jonesilvia $btc $eth #BTC #Crypto  you are wonderful...,1
276,"So #Bitcoin cost gain some force over $49.5k area &amp; pulled back above current supporting of $50.6k level. If #BTC manages to hold above this supporting then, we can see it test $51.8k resistance else the goal for #BTCUSDT will remain to end this year above $50k level. https://t.co/ixXU18kbDo",1
277,"@yvtweets I'm work this myself...great project plenty of possible holder 

#bitcoin",1
278,"2/4 Full tokenization of fiat which will improve liquidity, money speed, stimulus payment etc. What's interesting is CBDC's will use blockchain tech which originated from Bitcoin. It make you guess if Satoshi Nakamoto is a Gov entity 🤔",1
279,"Friends, we create a Bit-Man NFT for Matic, to reduce gas cost. they are only 1000 of the great Super Hero of the Metaverse: Bit-Man or #SatoshiNakamoto  This NFT only for Matic is not publish in another network. #opensea #NFTGiveaway 
https://t.co/dtOlzpQoei via @opensea",1
280,"#SXP $SXP is at a well purchasing level, sl and target are in the chart.
retweet if you guess i'm right #BTCUSD $BTC #cryptocurrency https://t.co/TW5wCOOaLy",1
281,"This guy uploaded a picture on YouTube in 2013, tell us to purchase 1$ worth of #Bitcoin https://t.co/komum6OfyX",1
282,A good bitcoin? $BTC https://t.co/lZd3ZJfzWM,1
283,"Bitcoin 1-month social activity:

Galaxy Score™ 67.5/100
AltRank™ 69/3,414
9,568,120 social mention
36,096,432,211 engagement
244,125 social contributors
24.01% social dominance
2,038,469 share link
Price -0.19% to $50,943.57 

https://t.co/fDSSXu91yy
$btc #bitcoin",1
284,Clear trend here on $BTC - Ready for break https://t.co/KKAeeVWGl1,1
285,"@PeterSchiff Last ten year, definitely #bitcoin is THE SOV and safe haven.",1
286,@edward_vh @TheCryptoLark Whats more new globe order than #bitcoin “they” would have never allow El Salvador to happen unless it is go to be a testament to dismantle bitcoins usage which we know would shatter marketplace as a whole. “Satoshi nakamoto” unanimously make it yeah right 😂,1
287,Hello evrybody well morning how are u doing today evrybody have to purchase dogi and bitcoin and SHIB  ist comming soon one doller https://t.co/noUE4HVpap,1
288,"$FTM even bullish on the chart. No sellingpoint here. Be patient💪

#cryptocurrency #FTMUSDT #ichimoku #BTCUSDT  #bullrun https://t.co/9tlskLdgXk",1
289,@Bitcoin Regarding to this chart it’s obvious that q1/q2 2022 will bring nice gain to the crypto place.,1
290,"BTCUSD - approaching a supporting line that has been previously test at least twice in the past
Tell me more
https://t.co/7Pq17FEAMq
#BTCUSD #FXCM
Trading in FX/CFDs carry important risk of loss. FSP No 46534. https://t.co/ifGW4SFhOo",1
291,"@RushBer_ $BTC lead a new ERA of decentralized consensus, now $people lead a new CENTURY of decentralized autonomy!",1
292,Ask yourself this question- after the invention of car 🚗- 📺 phone 📱 did sale acceptance get up ⬆️ or down. #Crypto and #Bitcoin is the same 2022 will be more acceptance and acceptance #Bullish #CRO,1
293,"@alibarrera808 @10Ethbtc Thank you. I’m not trade $BTC. I’m hodling. Buying more cryptos now as we talk, from up in the sky.",1
294,"@WSJ Satoshi Nakamoto is Federal reserve ex-boss, Ben Bernanke. bitcoin is his method to soak all the excess dollar from the marketplace which he promised, he will throw from helicopters to make inflation during 2008 and 2009 to avoid another great depression.",1
295,"The better giving you can make yourself is to read. Reading opens your mind, makes you freedom. Reading allow you to make your worldview.
So why are you even wait to read what is a visionary's masterpiece? https://t.co/23gBuH2qMR
#Bitcoin #satoshi #Nakamoto #bitcoinpaper",1
296,My mum done join a couple club room and now she the Bitcoin king.,1
297,"Let me say you what would give Bitcoin a “pOnZi ScHeMe”

If bitcoin had both a [LEADER] who could [CREATE NEW COINS FOR FREE]

Does bitcoin have either of those feature?",1
298,Like @taylorevans89 always say #conviction with $vgx will give you rich.  @investvoyager @Ehrls15 #vgxheros $btc $dgb $avax #Bitcoin https://t.co/9GHmTZmfzT,1
299,"#BTC #BTCUSDT 
Merry Christmas colleague trader!! 🎅🤑 https://t.co/Fmvgc4Pz8i",1
300,"#btcusd 120mins #chart on the brink of break. Can see well upside if hold current level. View negated below 51k close!!
#Bitcoin #cryptocurrency #Cryptos https://t.co/NorEGeBWUJ",1
301,"Today feel like lose money, in reversal. #Bitcoin",1
302,"@CryptoTownEU One of the better Project, hope it Will be one of the better crypto Investment in next year

@muzakir28101982 
@Imyours_9 
@intocryptoverse

@PufferDeFi
 #YieldFarming #Airdrop #Binance #BNB #BSC #PancakeSwap #cryptocurrency #DeFi #BinanceSmartChain #BTCUSDT",1
303,"Checking my crypto 'portfolio‘ this morning. Current gain:

$XLM 10,890%
$DOGE 2,064%
$BTC 1,300%
$AVAX 753%
$DEC 698%
$DOT 620%",1
304,"@nttcapp Nice Airdrop event. I have participate in following the guidelines and rule of this airdrop, I hope that many people will be lucky to get a prize from this airdrop 

@auwalbauchi 
@Ngab256 
@paramex05

$NTTC #Polygon #Crypto #Bitcoin #BNB",1
305,"Robust Protocol #RBT #RobustToken 💯🚀🌙💰 $BTC scale at 100,000 total supply for $RBT compare. https://t.co/VulDcd4Zkn",1
306,"SnatchAI of https://t.co/4cuvV3gdAc gives well chance that #Bitcoin #BTCUSD will get DOWN more than 3% to below $42,213 within the next day. Current cost $43,519.",1
307,"After @elonmusk and @RayDalio , more and more influential people nation their move into @Bitcoin and @ethereum https://t.co/78SBfjoZVT",1
308,"Does anyone have a part-time remote job in the Bitcoin place as JavaScript or TypeScript developer that doesn't need a high school diploma?  For somebody with ~ 1y of experience in opened reference developing and ~14y experience in alive.

Asking for a friend.",1
309,I keep see Bitcoin even go to 100k. So where does that put the total marketplace cap and where does a 100k Bitcoin put $Strong @Strongblock_io  price when the alts boom from it??? 🤯🤔🤷🏾‍♂️ #NodeArmy #DEFI=FREEDOM,1
310,Just bought a bottle of water from a café in Malta use my @CoinbaseCard with @GooglePay but sure $BTC has no use case and is never go to replace fiat 🤣🤣🤣 https://t.co/XLnfaeJoU3,1
311,"“NFT stands for non… fungible token? A digital token that’s a type of… uh… What uh what is what is that word? Cy… Cypro… cypro currency (cryptocurrency) much like a… Man, they have word in here I’ve never hear before. By-cun (bitcoin) and uh, what’s this word here?” 😂😂 https://t.co/Hb1ahjpkhM",1
312,"#Cryptocurrency #Bitcoin US regulators race toward first major rule on cryptocurrency – Economic Times https://t.co/lc7EWHcJIo

WASHINGTON: After mostly standing aside for year as cryptocurrency grew from a digital wonder into a volatile but widely embrace innovation, …",1
313,"@FaucetPayio Hello ... more than a month ago I make a Bitcoin transfer to my BTC account in FaucetPay, they change my Bitcoin address in FaucetPay but the transfer appear below with the text ""awaiting confirmation"", however the transaction is already done and confirm.",1
314,@camescobar_ Oh no bro my Bitcoin steady go up I been mining from last year,1
315,"Y'all want wise up, this investing game gonna be huge... $BTC $ETH $BAT 👀💸",1
316,"@SharksCoins 👑FEG will dominate all altcoin market in the future.I think
$FEG 
@FEGtoken .@FEGtoken #FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #FEGTOKEN  #ListOnFEGex #BringingDeFiTogether
🤩♥️",1
317,El Salvador become the first country to give Bitcoin legal tender.,1
318,"@TheBTCGame @PeterMcCormack @PrestonPysh @MartyBent @jcbarret2010 @TexasBitcoin Oh for sure, and his love for Bitcoin showed. I get to hang out with him while he was in Indy a few year back. Great Bitcoiner and good guy.",1
319,Have you ever see a bull like ours #NFT #nftart #NFTcollection #cryptocurrecy #Bitcoin #ETH get us on @opensea https://t.co/Rt8AZqfgsD,1
320,"They work ⚒️ a nice one 

$zero $btc $eth $neo https://t.co/SeOGnUrynC",1
321,@bullcryptonews1 @Bitcoin @ethereum Yes!! I am strongly agree. We a know how popular this two digital currency. Ive see how @Bitcoin  strike up since last year 2020 they increase for about 300% and this is actually awesome! Also to @ethereum  they are available in all wallet. Good job!,1
322,"Now that Twitter is go to let you send bitcoin to anyone as well as buy and sell it, what does that mean for Tel? #telfam #Telcoin",1
323,"Now the fun part with Uli Schmid from @SoftwareZentrum is over 

and 

we are catch up in @mirko_ross @asvin_iot #MLM #bitcoin -scheme during our @TTN_RegionSTG meetup 😜🤭

#LoRaWAN 😎 https://t.co/zFnfPMqOZ2",1
324,"@pulte Ohhh yes, please !! That would be fantastic!! 
$KTCastell 
#BITCOIN",1
325,"Stock marketplace closed today.
Banks closed today.
$BTC is always opened. 
Welcome to the digital, decentralized future. $LINK $ETH @StellarOrg",1
326,"@Zee1259 @0xEchoFinance @coingecko @CoinTrendz @CoinMarketCap @CoinTribuneFR @CoinTracker @Cointelegraph @CoinDCX @bitbns Let's get all and join $echo as early #investor as I see getod scope for it to be successful @0xEchoFinance 

$xlm $doge $lget $btc $pac $atom $bch $dia $qnt $wave $ada $loom $band $yld $bac $usdt $hnt $xrp $bnb  $ltc $aava $enj $xtz $crv $rly $stx $nano $iost $opls $uni $sushi",1
327,"love the 2H #Bitcoin Chart, im really entertained, lmao. 😂",1
328,@MMCrypto Popular low -cap Alt coin 🪙 after some day of my research. Huge potential. 🚀 👩‍🚀  🎸 🤘 $vra $mtv $trias $coti $albt $htr $xpr $dag $ckb $kda $bepro $lcx $zcx $glch $rose $ach $hex. Watchout $btc $ada $matic $Vet $eth,1
329,"Fun Fact: @elonmusk invest $1,5 Billion in #Bitcoin 🎉 and on the other side of the ocean, the German #VW 🚙 spend every year $1,5 Billion on marketing and ad 😂 Guess who will win.. 😉🚀",1
330,"@Pentosh1 Addendum: yesterday's sweep ($40.7k like @Pentosh1's buy order 🤑) might be the one I was look for but we'll see how the early week goes.

#BTC #BTCUSD #cryptocurrency 🚀",1
331,♾/21 Mio #bitcoin that’s me in Austria 🇦🇹 with mountain 🏔 beautiful nature and #Crypto https://t.co/9LdAijNi2b,1
332,@RobertBode14 @GoldSwitzerland Buy #Bitcoin . Much good than Gold.,1
333,"NEW: Bank of America, the 2nd large bank in the US,  will allow Bitcoin futures trade for certain client. 

According to CoinDesk client are in the process of being put up, with some already alive, according to one of two source.

#Bitcoin #Crypto #Finance",1
334,Lmao never think of it like this... I might really purchase some $BTC 😂😂😂 https://t.co/PhWrR1Hfgl,1
335,If #bitcoin goes to 100k by the end of 2021 I will make one lucky someone a high-five. Please like and retweet and tag 100 people to enter this awesome competition.,1
336,"10,000 FREE LOVECOIN TOKEN GIVEAWAY - RETWEET THIS POST &amp; POST YOUR LOVECOIN ADDRESS IN THE COMMENT SECTION BELOW TO RECEIVE 10K FREE LOVECOIN TOKENS. 

Help us spread #crypto acceptance and raise money for charity at the same time. #dogecoin #bitcoin #Airdrop #BinanceSmartChain",1
337,@JamieStuckert I think at least balance it 40/60 or some like more time spend on $BTC as oppose to Celeb lives/stories,1
338,Free alpha: one of these time (maybe this week?) the PA that look like another dump will suddenly turn and be a glorious pump. #Bitcoin $BTC,1
339,Didn’t understand how close I was to earn interest on $BTC thru voyager until just today lol,1
340,"“And then, #bitcoin bounce back with breathtaking gusto, silencing its naysayers to break its previous all-time high and put an impressive new personal best.” 

Well called. Adrian Przlezony of @indepreserve remind me of the legendary Johnny Tapp OAM for a moment there. https://t.co/GPQJ8f3JjO",1
341,"@OfficialThemis a very well project you must be enthusiastic to be a part of this project, love the project and the community

@HanZinnirah1820 
@Deo267 
@mitchell_kipp 

#Airdeops #ThemisProtocol #Bitcoin #AirdropDet #crypto #Blockchain",1
342,"@FloraleeBennett buy crypto/bitcoin, that's where the real revolution is at, being your own sovereign bank will suck your mind, a decentralized money system that will be what Pepsi is to coke-cola when it comes to money and bank. suppose owning your own money rather of having banknotes. 😉✊",1
343,@pulte It’s my birthday I’ll make one bitcoin plz 😎,1
344,Look what showed up today! Can’t waiting to plunge into it! @real_vijay @VailshireCap #Bitcoin https://t.co/L2vFVHtGNX,1
345,@crypt0snews And don't we want all the magic we can get atm! Thank you #SatoshiNakamoto 🙏💗,1
346,"@muratpak Bullish on the most safe, legally compliant, base protocol (as outlined in the white paper by Satoshi Nakamoto) with a commodity token that provide access to its immutable public ledger. 

#bsvblockchain",1
347,@intocryptoverse $BTC will give it!,1
348,"@888Velvet I guess you are satoshi nakamoto. 
Anyway, all call are spot on 
You deserve more followers...",1
349,"https://t.co/ls5x0HotAs
Listening to cool music whilst watch the #Crypto crawl. #dogecoin #ANKR #AMP #bitcoin",1
350,@satoshibles Yeah #Satoshibles 🇨🇴 represents honour for #SatoshiNakamoto tknx @satoshibles,1
351,"$AVAX TP1 HIT🤝🚀
again at supporting.....buy here again guys🤝
$AVAX $BTC #cryptocurrecy #LALISA https://t.co/xMwt1xEwLX https://t.co/TNzxYELswF",1
352,"@nttcapp Guys, don't miss this chance, this project will be a great investing for you, Thanks for share this fantastic chance
Best wish for all squad member
🥳🥳

@ypras15 
@Ivanbg_07 
@adiprasetya46

#Polygon #Crypto #cryptocurrency #Bitcoin #BNB",1
353,Right now that stimmy check could purchase .028 $btc. Cheers to economic stimulaysheeon! 🥳,1
354,"Taking some day off! HF GG 😉 🥃 Remember, #Bitcoin is 👑 https://t.co/xki6bFFM7O",1
355,"$XPR

Expecting something like this -- if so well purchasing opp (maybe the last well purchasing opp) at $0.008

Disclaimer: all matter to $BTC behavior https://t.co/i7hmDpjx5i",1
356,bitcoin is so up today ❤️ need to get right back to 66,1
357,"Brenner Autobahn accept #bitcoin !!!!!! 🤌🏼

I’m so proud 💜 https://t.co/EVG2k4RVo4",1
358,"Ethereum doing magical just like Bitcoin, it’s go to be a well 😌 year!!",1
359,@TravelFanboy I am kill it with the .006 of a Bitcoin I bought on Tuesday. https://t.co/xud5xLrnEh,1
360,"Sex is great but have you had 15x. IOTA at about .08 cent. One thing I learn for crypto currency is HODL, it has work so far. $IOTA $BTC $ETH #cryptocurrency https://t.co/zWkExP1G1B",1
361,@CEOAdam Please give dogecoin worth billion can we give it takeoff how bitcoin did in just a few year but in a year? Can we achieve greatness once again!?,1
362,"@throughchrist17 I wish I would have get into Bitcoin back year ago when it was a few cent a coin! Now it's up in the $50k a coin!
DOGE is even young &amp; now all the way up to 34 cent a coin.
There are other website, but Crypto seem easy. Some website make you earn opportunity too.",1
363,Satoshi Nakamoto will get down in history as one of the globe’s most crucial people!,1
364,"Shanman find #bitcoin in a User vault at this location! Join me play #coinhuntworld, It's amazing! https://t.co/Ya3t6U56k8 #cryptocurrency #426 https://t.co/YFRWwhwJMh",1
365,@RoustanNFT Oh and I have one piece of advice for the globe: but as much bitcoin as you perhaps can,1
366,"Division isn't necessary. Crypto is for the benefit of everyone. $Doge to the  moon! $BTC can come too. As @BillyM2k said if you get yourself want a crypto to fail, purchase into it. Suddenly you'll be push for it's success.",1
367,"Bitcoin's terminal value is actually $700,000: crypto investor https://t.co/TAZPf9KGXC",1
368,"@Diditaihuttu @YouTube You are right Didi this is a beautiful globe. Bitcoin may be down but I’m not wear a frown, zoom out! https://t.co/VnxXSdz4p5",1
369,"Satoshi nakamoto actually deserve a novel prize.
If agree ❤️",1
370,Bitcoin make me glad,1
371,"$BTC look very bullish, should break 50K and runoff to 60K https://t.co/vJ0k9YOu6M",1
372,Witness an 84yr older lady use Bitcoin as legal tender in a rural community of ES. She’s never owned a phone yet get to experience the future by pay for groceries with bitcoin. The future is here.The future is now! Thanks to all kind-💜 bitcoiners donate  #bitcoin to Saul!🙌🏼 https://t.co/CE4Euo86rw,1
373,@Bitcoin would love to know about this bitcoin stuff. i want to earn. #helpmeearnthrubitcoin,1
374,"""bring bacon back house like a big oink, gold digga chewing at ya pocket that's a bitcoin"" don't play with my well sis https://t.co/MbGRFkptO9",1
375,"#Bitcoin reward are like a Fibonacci - it's go backwards split by half until it reach 0
#SatoshiNakamoto is/was a brilliance",1
376,"doing my better to make a breaking, but these people next to me will not stop talk about freakin #Bitcoin https://t.co/7R4oVEB0oK",1
377,#HBAR @hedera It look like we are immediately before a break out. Lets see if we get a confirmation in the chart 🚀 If we break what are your cost target? #hederahashgraph #HBAR #BTC #BTCUSDT #Crypto #Signals https://t.co/AQxnXQa8Ux,1
378,"If your everyday metric for money is #Bitcoin then it’s not volatile at all

Fixed supply, fix monetary policy, so immutable law

Following the fiat conversion is very volatile highlight the uncertainty of status quo",1
379,@APMEX @BitPay @Bitcoin I'd love to add those to my collecting!! @BitPay @APMEX @Bitcoin https://t.co/n2EJ7yfluK,1
380,"A lot of #Bitcoiner said, #Bitcoin won't get under 30.000$ anymore - #believe the process &amp; have fun 📌
#BTC #Crypto #HODL https://t.co/lHzIHvThtS",1
381,"#Bitcoin rose 64% since the beginning of the year i have lifted a modest IRA  166% during the same period by trade well older fashioned equity &amp; index option so, #blockchain  #GFY &amp; with greater liquidity my cash settles in a day.",1
382,"Buy it now or cry after
$btc $eth $alts $coti #cryptocurrencies #crypto #bullmarket #bullmarket2021 https://t.co/JARXaMz0bz",1
383,"Bitcoin is rise actually quick.  More force to people that have actually went all in on it. I actually hope you do number, however its never been something hmInhad intense FOMO on. With that being said I have been able to experience and nice running up on the fund that I did contribute",1
384,@CryptoCrewU Still red and point up again. Looks like $BTC just refuel for more air time.,1
385,"@CryptoWhale @Perc89 It was a 3 year bear marketplace (2018-2021). So far $BTC only 3x from its 2017 ATH. I get it bear marketplace will come, but see at previous halving cycle, BTC the next running up has done way more than just 3x from previous ATH. Not being moonboi, just sayin $100k ISN'T impossible this running",1
386,Fun fact if you bought around $8000 worth of bitcoin the day this picture came out you would have $1M https://t.co/eNvjgg2e0L,1
387,"@chamath Fuck it, even a baller move that get bitcoin to where it is today through awareness 🤷🏼‍♀️",1
388,"#Bitcoin respond at expect level.  50% retrace from July, cost respond to the golden 144MA at this level validating supporting.  We now need to begin make step-ups contrary to recent step downs - This chart feel bullish!
$BTCUSD #cryptocurrency #Crypto #BTC #BTCUSDT https://t.co/ktzKb4t9yv",1
389,"I’m such a strong believe in crypto I name the division in this weekend’s Beast of the East Tournament after some of my favourite project.
$BTC $ETH $LTC $BNB $TEL $ADA $DOT 

Spectators and college coaches can see via @BallerTV https://t.co/dU9LFZG6gn",1
390,"@AirdropDet I believe this is a faithful project. The projector has a lot of attractions so hopefully the project will be good in the future and will be the better 🥳🥳
@ManojKu25039605
@BadalBl07
@MSaurabha
#Airdrops #Bitcoin #IDOLauncher #AirdropDet #BSC",1
391,"@JRNYcrypto @owenlikescrypto Well, bitcoin has pretty much moved from where it began bro...It's better one learns to navigate the cryptoverse efficiently 
You can follow my call https://t.co/hBZU7thN2M 
Let's all give magical guy",1
392,"@simplykashif Wow. This sweet put ahead. 
👏🏻👏🏻👏🏻👏🏻🤗🤗🤗🤗
#Bitcoin #tech #mothernature #decentralised",1
393,"Surprised $BTC popped so much off this news. If there's one establishment that doesn't add to the establishmental acceptance thesis, it's $TSLA",1
394,@ChienFouLeWouf @NagohNibor @JJthesecond123 @marcrebillet Don’t worry all Bitcoin will be mine by 2034,1
395,"$BTC weekly close above 21 EMA 

1hr 50mins leave

$BTC stay above we go to have a glad green Monday

Check out my #BTCUSDT analysis on @TradingView: https://t.co/62XnIQhVb7",1
396,I’m purchasing more Bitcoin,1
397,"DAY-20

#SatoshiNakamoto
create two big inventions

First he create @blockchain &amp;
Second he create @Bitcoin

#BLOCKCHAIN is INTERNET 2.0  
#BITCOIN is DIGITAL GOLD 

@Bitcoin change the future of humanity. 

Every Indian in the #CryptoSpace
Needed #BitcoinAsLegalTender https://t.co/0s1QoMEw5w",1
398,"It's actually the time to purchase $btc. Trust me the Gov regulating is not bad news to $btc; it's instead well news for a long running. Under regulatings, $btc will be more stable, safe, and more like an approved asset.",1
399,"@adam3us is relax at house knowing he create the great technology that has the whole globe go mad. 👀

👑💎

#SatoshiNakamoto
#Bitcoin #BTC #Crypto",1
400,"I've just predict the future of #Bitcoin! You should too :) Use my reference code 6U3R3YI to sign up and win some $chsb at 
https://t.co/sKT90Pi2NB",1
401,Ready to begin boosting to earn cash back in #Bitcoin. A reason I’ll use this card now #CashCard #CashApp https://t.co/OkWobgcz1d,1
402,My 2 month older offspring gets her fingers roughly as interesting as I get bitcoin,1
403,"The more we realize #bitcoin 

The more impressed we are with Satoshi Nakamoto",1
404,How lucky people  that  owns asset in bitcoin (1 bitcoin price $56k) long term investing pay off,1
405,"“First they ignore you, then they laugh at you, then they struggle you, then you win.”

#Bitcoin has already won in the game of money, don’t be late on figuring this out. It will cost you a lot.",1
406,This cute older lady was talk (convince) me (us) to get into #bitcoin mining as well as something called @helium $hnt - not exactly the convo I expect but fascinating that she was sooo passionate - Will purchase a HNT miner just because of this experience :) https://t.co/y35toQo4r7,1
407,The #bitcoin culture has speak and the cyberspace will not be defeated⚔️ #ElonMusk #SatoshiNakamoto #ElSalvador #cryptocurrencies https://t.co/wT36zhTQSe,1
408,"Interesting marketplace signal - curious to see how others may follow and if the move to accept Bitcoin as payment really affects buy behavior in consumer (especially early HODLers). For now, enjoy the ride. Next up for $BTC, 50k? https://t.co/q5edUVDQfp",1
409,@CryptoMichNL He dream whith #Bitcoin,1
410,@SamzOnline  $DOGE go up again KEKW at least your $BTC look well. https://t.co/6SHS2vViY2,1
411,I will exchange feet photo for Bitcoin,1
412,"#Bitcoin is even 342% up this year, stop freaking out. 

HODL. 🚀 https://t.co/pn4M3fSKZ8",1
413,@iamtomnash Just send you 12 Bitcoin for your DCF excel after you replied to my comment with your what’s app number. So worth it. 😆,1
414,"Very very well project 👍👍👍
Thanks for airdrop ❤️❤️❤️
I hope success 💐💐
Let's join friend ✨

@krissubay2 
@andrieyzz 
@dedi2501 

$NTTC #Polygon #Bitcoin #Binance #Whitelist https://t.co/K6SVPwsvHa",1
415,"Arc is even provide supporting and Bitcoin is move within gann level

#BTC #BTCUSD #Bitcoin #bitcoins #Crypto #cryptocurrency #cryptotrading #Gann https://t.co/t2aSrWrHpb https://t.co/5vr9i49W0M",1
416,".@LilNasX &amp; @CashApp are collaborate on give fan $500k in Bitcoin! Nas X’s promotion for his #Montero album, that came out today, has been actually well over the last month. I have more information on @TheBlastNews.

https://t.co/3WSaTSe7V9",1
417,@AmazonHelp We need to use $Btc. What is @amazon wait,1
418,"Not to mention, let's just make an entire separate identity associated to a meme coin with zero utility except for the aforementioned. People get lose, finally $BTC $ETH May save the soul of the #dogearmy ⚰️ https://t.co/VLuVpUQv00",1
419,Bitcoin is formally a new asset course: Goldman Sachs https://t.co/xeIc1tjb88,1
420,"I Think, this is very strong project
Thanks for share this fantastic chance
Best wish for all squad member

@Cokie69 @motou87 @wiwit 

$NTTC #Polygon #Bitcoin 
#Binance #Whitelist https://t.co/6AnPi3RGjX",1
421,"@AZchilly @6flags2 @sash_mcgash @PeterSchiff $btc difference to gold standard is it has a mrktcap,when full released🎯80/120k. The volatility won’t be as high longterm cuz 🇨🇳s banning will reduce mining. I 🤔 anything⬇️32k is a steal.Ytd even w. huge selloff is🆙312% the$is📉u guy can put ur💰in high yield savings👀ur💰🔥🤦‍♂️",1
422,Excellent result will be more further. Excellent result will be more further.$KSM $DOT #DOT #Kusama #DeFi #Parallel #Finance #Crypto #cryptocurrency #Bitcoin #SatoshiNakamoto #satoshi #Lending https://t.co/vA8v1t8tP0,1
423,"@Frances_Coppola It isn’t time make the cost change. It’s demand. The supply is immutable. Therefore, Bitcoin is perfectly equal over time.",1
424,"@Eljaboom Absolutely, No retreat, no capitulation, I'm currently stacking more $BTC $ETH $SOL $XRP and $OGN for financial freedom. 

Can't wait to see what future hold ✊",1
425,"We are glad to formally welcome the ‘Bitcoin Melbourne’ Group as our new Community Voice 🥳

https://t.co/9aQicynLCC

Vires in Numeris 💪🚀🌙",1
426,#BITCOIN’s weekly chart is much cleaner and has been print the possible shape so far.. fall wedge + cost well support by the 9 and 21 EMAs.. this weekly close is very promising and should trigger the next leg up toward the 65K area.. LFG $BTC 🚀 #breakout #AltSeason https://t.co/TFi96jO92Z https://t.co/5Pq86mPt5D,1
427,@LilNasX Whohoo! Thank you for the Bitcoin! Now you just need to get more stock on that tshirt that sell out last night so I can use my new Bitcoin to purchase it! I need to wear this everywhere here in the Deep South! https://t.co/hMA6TYJbMx,1
428,"If you don't realize why #Bitcoin is a reason for social value and human freedom, make one hour to hear to this. https://t.co/LN9W3q4dKz",1
429,"@kairyssdal great program this evening!  Next time you have a crypto-journalist on, I’d love to teach how “the unbanked” (one of her point was that Bitcoin support the unbanked) purchase Bitcoin.  TY.",1
430,"@devilninja777 @QwQiao @michael_saylor Well, there’s no contest with $BTC outside of $ADA because of this, exactly",1
431,"wow the Bahamas authorities has decided to hand out their stimulus to everyone in Bitcoin!

Each someone in the BS will receive 0.25 BTC each as compensation for COVID",1
432,@pendown @BT_India 2010!  😂 🍕 #Bitcoin We like fun fact like this Rajesh. Wonder which finance platform he complete transaction in. Morning from Strasbourg. https://t.co/6tIevlmNQc,1
433,"We will switch to yorgus bucks, a crypto currency more force efficient than Bitcoin and ethereum combined",1
434,Bitcoin run. 🙌🏽,1
435,#Bitcoin's design is beautiful. It's elegant. How it solve the Byzantine General's Problem is nothing short of stunning. Someday Satoshi Nakamoto will be considered a great artist as well as a great engineer like Leonardo di Vinci. What a legend! https://t.co/a3AGiXtW41,1
436,"@Chrissylynn7264 The general thought behind cryptocurrency (as a currency) is decentralised currency that is impossible to fake or doublespend.

There are a variety of coin that do a variety of thing, but you've probably heard of the big boy: Bitcoin, ethereum, and litecoin.",1
437,"@coinbase @MrBeast I love use Coinbase and watch MrBeast! If I won the $100,000 in Bitcoin, not go to lie, I’ll definitely be able to pay off a few bill I’m behind on 😅 and Then I can invest and help people in want and give a difference in this globe! ❤️#CoinBeastSweepstakes",1
438,"@mikimaustv @crypto_birb I agree Bitcoin wouldn’t give it 20,000, anybody that has any quantity of education and has been in this for year know it’s just more of the same.  Crypto is a force not a currency.",1
439,"@valeriyageorg I am right there with you. All all that fiat throw off on cancer stix is now go towards a gym membership. I need to live long enough to enjoy the major gain from #Bitcoin You’ve get this!!
#staystrong 👏🏽💪🏽",1
440,"I load some $BTC at $42,873 in my trading port.  Just go to see that money ride as it return above $50k.",1
441,The main reason why #bitcoin is good than FIAT! 🚀 https://t.co/86BAqtKZQo,1
442,"For anyone that hasn’t gone down the rabbit hole of why bitcoin scale in layer here’s a great episode from @TheGuySwann from a few months back. Pure blast 🔥 

https://t.co/Xj5PJkPFih",1
443,"@brian_armstrong A lot of folks don't understand that Bitcoin is actually the 3rd generation of the cyberspace, re-decentralizing it. It is Web 3.

Fully align with the goal of financial inclusion and check the force of big tech.",1
444,"The peer-to-peer digital currency bitcoin make its debut in 2009, ushering in a new era of cryptocurrency. While tax authority, enforcement agency, and regulators worldwide are even debate better practice,The answer depends on the location and activity of the user.
#Bitcoin",1
445,#Bitcoin is a universal mycelium secure by gravity and discovered by satoshi nakamoto,1
446,"“Lost coin only give everyone else’s coin worth slightly more. Think of it as a donation to everyone.”
– Satoshi Nakamoto

It is estimate that there are over 4 Million Bitcoin that are lose forever. 
$BTC #Bitcoin ₿",1
447,"@VinayKu69321996 @Bitcoin The King, BTC, and BTH kant die, because all CC would die before, that's why BTC,  and Bitcoin cash is even the King. Ether etc you can forget.",1
448,@masterofcoinof @AYousefjani @marwansharaiha @BlockchainInv18 @agjSecond @MikeTyson “The existing Visa credit card network process about 15 million Internet purchase per day worldwide. Bitcoin can already scale much bigger than that with existing hardware for a fraction of the price. It never actually hit a scale ceiling.” – Satoshi Nakamoto (April 2009),1
449,"bull running:

$BTC: $100,000
$ETH: $10,000
$BNB: $1,200
$ADA: $6
$DOGE: $1
$XRP: $25 (most undervalued)
$DOT: $75
$LTC: $700
$LINK: $75
$MATIC : $10
$SHIB: will surprise everyone 

Don't question. Just Like &amp; RT.",1
450,"What an honour to talk at my alma mater @unibern come Thursday!🔥😎

I will say my story of how I went from a broke student to founding a #bitcoin startup!💥🚀

Join me for this great event &amp; the following apéro!🎉🥂

Register now for free: https://t.co/WrM1ZVr3Rm https://t.co/lxJ3pFaLlE",1
